month,hour,season,day_type,weather,rides,registered,casual,records,average_temp,average_humidity
2012-06,18,Spring,Working day,Mist / cloudy,1473,1321,152,2,0.71,0.56
2012-06,18,Summer,Weekend / holiday,Clear,1354,883,471,3,0.84,0.3167
2012-06,18,Summer,Working day,Clear,4220,3702,518,6,0.8267,0.2983
2012-06,18,Summer,Working day,Mist / cloudy,505,443,62,1,0.8,0.55
2012-06,19,Spring,Weekend / holiday,Clear,2132,1442,690,5,0.716,0.36
2012-06,19,Spring,Weekend / holiday,Mist / cloudy,461,277,184,1,0.7,0.42
2012-06,19,Spring,Working day,Clear,6114,5207,907,11,0.6964,0.4764
2012-06,19,Spring,Working day,Light rain / snow,45,41,4,1,0.62,0.88
2012-06,19,Spring,Working day,Mist / cloudy,1059,918,141,2,0.69,0.605
2012-06,19,Summer,Weekend / holiday,Clear,1222,727,495,3,0.8133,0.3633
2012-06,19,Summer,Working day,Clear,3270,2789,481,6,0.81,0.3333
2012-06,19,Summer,Working day,Mist / cloudy,362,317,45,1,0.76,0.55
2012-06,20,Spring,Weekend / holiday,Clear,1741,1179,562,5,0.684,0.428
2012-06,20,Spring,Weekend / holiday,Mist / cloudy,352,229,123,1,0.66,0.47
2012-06,20,Spring,Working day,Clear,4689,3887,802,11,0.6764,0.5018
2012-06,20,Spring,Working day,Light rain / snow,39,38,1,1,0.62,0.94
2012-06,20,Spring,Working day,Mist / cloudy,756,650,106,2,0.68,0.605
2012-06,20,Summer,Weekend / holiday,Clear,1010,656,354,3,0.7933,0.43
2012-06,20,Summer,Working day,Clear,2639,2172,467,6,0.7967,0.3517
2012-06,20,Summer,Working day,Mist / cloudy,202,171,31,1,0.76,0.55
2012-06,21,Spring,Weekend / holiday,Clear,1377,951,426,5,0.66,0.484
2012-06,21,Spring,Weekend / holiday,Mist / cloudy,290,192,98,1,0.64,0.5
2012-06,21,Spring,Working day,Clear,3458,2888,570,11,0.6545,0.5491
2012-06,21,Spring,Working day,Light rain / snow,85,73,12,1,0.64,0.78
2012-06,21,Spring,Working day,Mist / cloudy,523,456,67,2,0.67,0.655
2012-06,21,Summer,Weekend / holiday,Clear,788,565,223,3,0.78,0.4667
2012-06,21,Summer,Working day,Clear,1735,1426,309,5,0.736,0.412
2012-06,21,Summer,Working day,Light rain / snow,217,177,40,1,0.68,0.65
2012-06,21,Summer,Working day,Mist / cloudy,236,195,41,1,0.86,0.53
2012-06,22,Spring,Weekend / holiday,Clear,1260,896,364,6,0.6367,0.5533
2012-06,22,Spring,Working day,Clear,2442,2047,395,10,0.638,0.59
2012-06,22,Spring,Working day,Light rain / snow,23,22,1,1,0.6,0.88
2012-06,22,Spring,Working day,Mist / cloudy,570,481,89,3,0.66,0.6533
2012-06,22,Summer,Weekend / holiday,Clear,629,437,192,3,0.7533,0.5133
2012-06,22,Summer,Working day,Clear,1443,1230,213,6,0.7133,0.4767
2012-06,22,Summer,Working day,Light rain / snow,163,129,34,1,0.82,0.63
2012-06,23,Spring,Weekend / holiday,Clear,977,721,256,6,0.62,0.5683
2012-06,23,Spring,Working day,Clear,1337,1087,250,9,0.62,0.5911
2012-06,23,Spring,Working day,Light rain / snow,236,202,34,3,0.62,0.8667
2012-06,23,Spring,Working day,Mist / cloudy,252,208,44,2,0.66,0.635
2012-06,23,Summer,Weekend / holiday,Clear,464,342,122,3,0.7467,0.5467
2012-06,23,Summer,Working day,Clear,710,633,77,5,0.696,0.456
2012-06,23,Summer,Working day,Light rain / snow,48,42,6,1,0.82,0.63
2012-06,23,Summer,Working day,Mist / cloudy,174,145,29,1,0.66,0.74
2012-07,0,Summer,Weekend / holiday,Clear,1171,948,223,7,0.7314,0.7243
2012-07,0,Summer,Weekend / holiday,Light rain / snow,103,92,11,1,0.62,0.83
2012-07,0,Summer,Weekend / holiday,Mist / cloudy,304,252,52,2,0.66,0.68
2012-07,0,Summer,Working day,Clear,946,735,211,14,0.7143,0.6871
2012-07,0,Summer,Working day,Light rain / snow,77,64,13,2,0.69,0.84
2012-07,0,Summer,Working day,Mist / cloudy,277,233,44,5,0.696,0.69
2012-07,1,Summer,Weekend / holiday,Clear,649,509,140,6,0.73,0.705
2012-07,1,Summer,Weekend / holiday,Mist / cloudy,488,385,103,4,0.65,0.7775
2012-07,1,Summer,Working day,Clear,374,298,76,16,0.7037,0.71
2012-07,1,Summer,Working day,Light rain / snow,18,13,5,1,0.7,0.89
2012-07,1,Summer,Working day,Mist / cloudy,108,87,21,4,0.7,0.6175
2012-07,2,Summer,Weekend / holiday,Clear,513,396,117,6,0.7233,0.7083
2012-07,2,Summer,Weekend / holiday,Light rain / snow,60,55,5,1,0.6,0.88
2012-07,2,Summer,Weekend / holiday,Mist / cloudy,338,267,71,3,0.66,0.77
2012-07,2,Summer,Working day,Clear,194,153,41,15,0.6987,0.7087
2012-07,2,Summer,Working day,Light rain / snow,5,4,1,1,0.7,0.89
2012-07,2,Summer,Working day,Mist / cloudy,77,66,11,5,0.676,0.72
2012-07,3,Summer,Weekend / holiday,Clear,229,173,56,6,0.72,0.7167
2012-07,3,Summer,Weekend / holiday,Light rain / snow,25,18,7,1,0.6,0.88
2012-07,3,Summer,Weekend / holiday,Mist / cloudy,140,103,37,3,0.66,0.77
2012-07,3,Summer,Working day,Clear,92,79,13,15,0.6827,0.7293
2012-07,3,Summer,Working day,Light rain / snow,5,5,0,1,0.7,0.89
2012-07,3,Summer,Working day,Mist / cloudy,59,49,10,5,0.692,0.736
2012-07,4,Summer,Weekend / holiday,Clear,89,70,19,7,0.6914,0.7486
2012-07,4,Summer,Weekend / holiday,Light rain / snow,25,11,14,2,0.62,0.745
2012-07,4,Summer,Weekend / holiday,Mist / cloudy,19,11,8,1,0.68,0.89
2012-07,4,Summer,Working day,Clear,101,94,7,16,0.6825,0.7363
2012-07,4,Summer,Working day,Light rain / snow,2,1,1,1,0.66,0.89
2012-07,4,Summer,Working day,Mist / cloudy,40,35,5,4,0.675,0.745
2012-07,5,Summer,Weekend / holiday,Clear,95,75,20,8,0.68,0.7725
2012-07,5,Summer,Weekend / holiday,Light rain / snow,17,10,7,1,0.58,0.88
2012-07,5,Summer,Weekend / holiday,Mist / cloudy,5,5,0,1,0.64,0.73
2012-07,5,Summer,Working day,Clear,640,575,65,15,0.6747,0.752
2012-07,5,Summer,Working day,Mist / cloudy,235,217,18,6,0.68,0.7383
2012-07,6,Summer,Weekend / holiday,Clear,194,146,48,7,0.7,0.74
2012-07,6,Summer,Weekend / holiday,Light rain / snow,15,12,3,1,0.58,0.88
2012-07,6,Summer,Weekend / holiday,Mist / cloudy,54,43,11,2,0.63,0.805
2012-07,6,Summer,Working day,Clear,2639,2495,144,16,0.6837,0.7294
2012-07,6,Summer,Working day,Light rain / snow,92,86,6,1,0.64,0.89
2012-07,6,Summer,Working day,Mist / cloudy,597,574,23,4,0.68,0.7775
2012-07,7,Summer,Weekend / holiday,Clear,456,360,96,8,0.715,0.7038
2012-07,7,Summer,Weekend / holiday,Mist / cloudy,75,54,21,2,0.6,0.855
2012-07,7,Summer,Working day,Clear,6871,6553,318,15,0.7147,0.6607
2012-07,7,Summer,Working day,Light rain / snow,230,223,7,1,0.66,0.83
2012-07,7,Summer,Working day,Mist / cloudy,2283,2159,124,5,0.692,0.74
2012-07,8,Summer,Weekend / holiday,Clear,1018,766,252,7,0.7429,0.64
2012-07,8,Summer,Weekend / holiday,Mist / cloudy,398,312,86,3,0.64,0.8167
2012-07,8,Summer,Working day,Clear,9408,8861,547,14,0.7429,0.6179
2012-07,8,Summer,Working day,Mist / cloudy,4674,4403,271,7,0.7057,0.7171
2012-07,9,Summer,Weekend / holiday,Clear,1855,1319,536,7,0.7771,0.5886
2012-07,9,Summer,Weekend / holiday,Mist / cloudy,686,517,169,3,0.6533,0.77
2012-07,9,Summer,Working day,Clear,3844,3286,558,12,0.7817,0.5258
2012-07,9,Summer,Working day,Mist / cloudy,3098,2701,397,9,0.7289,0.6756
2012-07,10,Summer,Weekend / holiday,Clear,2615,1796,819,7,0.8286,0.5029
2012-07,10,Summer,Weekend / holiday,Light rain / snow,268,219,49,1,0.58,0.88
2012-07,10,Summer,Weekend / holiday,Mist / cloudy,780,543,237,2,0.69,0.72
2012-07,10,Summer,Working day,Clear,2834,1918,916,14,0.7971,0.5036
2012-07,10,Summer,Working day,Mist / cloudy,1419,1031,388,7,0.74,0.6414
2012-07,11,Summer,Weekend / holiday,Clear,3035,1993,1042,7,0.8543,0.4443
2012-07,11,Summer,Weekend / holiday,Mist / cloudy,1249,835,414,3,0.66,0.7567
2012-07,11,Summer,Working day,Clear,2908,2008,900,13,0.8231,0.4415
2012-07,11,Summer,Working day,Light rain / snow,212,161,51,1,0.72,0.74
2012-07,11,Summer,Working day,Mist / cloudy,1553,1114,439,7,0.7886,0.5314
2012-07,12,Summer,Weekend / holiday,Clear,3132,2161,971,7,0.8686,0.42
2012-07,12,Summer,Weekend / holiday,Light rain / snow,457,301,156,1,0.6,0.83
2012-07,12,Summer,Weekend / holiday,Mist / cloudy,1003,644,359,2,0.72,0.68
2012-07,12,Summer,Working day,Clear,3549,2596,953,13,0.84,0.3985
2012-07,12,Summer,Working day,Light rain / snow,274,233,41,1,0.68,0.83
2012-07,12,Summer,Working day,Mist / cloudy,2012,1431,581,7,0.7943,0.4886
2012-07,13,Summer,Weekend / holiday,Clear,2717,1786,931,6,0.88,0.395
2012-07,13,Summer,Weekend / holiday,Light rain / snow,354,248,106,1,0.6,0.83
2012-07,13,Summer,Weekend / holiday,Mist / cloudy,1577,1004,573,3,0.8067,0.5267
2012-07,13,Summer,Working day,Clear,3978,2885,1093,15,0.8547,0.39
2012-07,13,Summer,Working day,Light rain / snow,156,136,20,1,0.68,0.83
2012-07,13,Summer,Working day,Mist / cloudy,1415,1046,369,5,0.8,0.48
2012-07,14,Summer,Weekend / holiday,Clear,4043,2574,1469,8,0.8575,0.4363
2012-07,14,Summer,Weekend / holiday,Mist / cloudy,651,425,226,2,0.78,0.59
2012-07,14,Summer,Working day,Clear,3841,2715,1126,16,0.86,0.3844
2012-07,14,Summer,Working day,Light rain / snow,229,176,53,1,0.7,0.84
2012-07,14,Summer,Working day,Mist / cloudy,1126,818,308,4,0.79,0.5125
2012-07,15,Summer,Weekend / holiday,Clear,3776,2327,1449,8,0.855,0.4263
2012-07,15,Summer,Weekend / holiday,Light rain / snow,678,450,228,2,0.76,0.65
2012-07,15,Summer,Working day,Clear,4182,3124,1058,16,0.84,0.4188
2012-07,15,Summer,Working day,Light rain / snow,194,152,42,1,0.92,0.35
2012-07,15,Summer,Working day,Mist / cloudy,1250,974,276,4,0.79,0.4725
2012-07,16,Summer,Weekend / holiday,Clear,3127,1981,1146,7,0.8714,0.3943
2012-07,16,Summer,Weekend / holiday,Light rain / snow,326,196,130,1,0.6,0.88
2012-07,16,Summer,Weekend / holiday,Mist / cloudy,857,566,291,2,0.76,0.725
2012-07,16,Summer,Working day,Clear,6924,5634,1290,17,0.8306,0.4265
2012-07,16,Summer,Working day,Light rain / snow,386,309,77,1,0.76,0.66
2012-07,16,Summer,Working day,Mist / cloudy,1455,1184,271,3,0.7933,0.4767
2012-07,17,Summer,Weekend / holiday,Clear,3378,2283,1095,8,0.845,0.4475
2012-07,17,Summer,Weekend / holiday,Light rain / snow,699,408,291,2,0.65,0.835
2012-07,17,Summer,Working day,Clear,12982,11403,1579,17,0.8259,0.4276
2012-07,17,Summer,Working day,Light rain / snow,755,669,86,1,0.76,0.66
2012-07,17,Summer,Working day,Mist / cloudy,2272,1937,335,3,0.7733,0.5167
2012-07,18,Summer,Weekend / holiday,Clear,3096,2156,940,8,0.8225,0.4925
2012-07,18,Summer,Weekend / holiday,Light rain / snow,312,228,84,1,0.72,0.79
2012-07,18,Summer,Weekend / holiday,Mist / cloudy,177,126,51,1,0.6,0.88
2012-07,18,Summer,Working day,Clear,12263,10848,1415,16,0.8163,0.4394
2012-07,18,Summer,Working day,Light rain / snow,819,749,70,1,0.7,0.74
2012-07,18,Summer,Working day,Mist / cloudy,2499,2182,317,4,0.795,0.5225
2012-07,19,Summer,Weekend / holiday,Clear,3397,2280,1117,9,0.7778,0.6189
2012-07,19,Summer,Weekend / holiday,Mist / cloudy,238,171,67,1,0.6,0.88
2012-07,19,Summer,Working day,Clear,8762,7431,1331,15,0.8,0.4787
2012-07,19,Summer,Working day,Light rain / snow,1028,883,145,2,0.72,0.68
2012-07,19,Summer,Working day,Mist / cloudy,1918,1602,316,4,0.78,0.55
2012-07,20,Summer,Weekend / holiday,Clear,3008,2051,957,9,0.7667,0.6433
2012-07,20,Summer,Weekend / holiday,Light rain / snow,214,163,51,1,0.6,0.88
2012-07,20,Summer,Working day,Clear,6624,5556,1068,15,0.7787,0.52
2012-07,20,Summer,Working day,Light rain / snow,1163,984,179,4,0.685,0.7275
2012-07,20,Summer,Working day,Mist / cloudy,768,621,147,2,0.8,0.48
2012-07,21,Summer,Weekend / holiday,Clear,2658,1868,790,9,0.7578,0.6544
2012-07,21,Summer,Weekend / holiday,Mist / cloudy,163,134,29,1,0.6,0.88
2012-07,21,Summer,Working day,Clear,5200,4272,928,16,0.7575,0.5713
2012-07,21,Summer,Working day,Light rain / snow,544,485,59,3,0.64,0.87
2012-07,21,Summer,Working day,Mist / cloudy,527,458,69,2,0.72,0.625
2012-07,22,Summer,Weekend / holiday,Clear,1843,1298,545,8,0.745,0.6663
2012-07,22,Summer,Weekend / holiday,Light rain / snow,122,110,12,1,0.74,0.7
2012-07,22,Summer,Weekend / holiday,Mist / cloudy,180,140,40,1,0.6,0.88
2012-07,22,Summer,Working day,Clear,3965,3244,721,16,0.7487,0.5881
2012-07,22,Summer,Working day,Light rain / snow,68,62,6,1,0.66,0.89
2012-07,22,Summer,Working day,Mist / cloudy,728,619,109,4,0.67,0.745
2012-07,23,Summer,Weekend / holiday,Clear,670,508,162,5,0.72,0.734
2012-07,23,Summer,Weekend / holiday,Light rain / snow,233,186,47,2,0.73,0.675
2012-07,23,Summer,Weekend / holiday,Mist / cloudy,543,425,118,3,0.6867,0.7133
2012-07,23,Summer,Working day,Clear,2055,1705,350,13,0.7385,0.6415
2012-07,23,Summer,Working day,Light rain / snow,65,62,3,1,0.66,0.89
2012-07,23,Summer,Working day,Mist / cloudy,1122,943,179,7,0.6771,0.6771
2012-08,0,Summer,Weekend / holiday,Clear,815,654,161,5,0.696,0.73
2012-08,0,Summer,Weekend / holiday,Mist / cloudy,360,309,51,3,0.66,0.7233
2012-08,0,Summer,Working day,Clear,1148,928,220,19,0.6779,0.7395
2012-08,0,Summer,Working day,Mist / cloudy,229,185,44,4,0.645,0.785
2012-08,1,Summer,Weekend / holiday,Clear,703,572,131,6,0.67,0.7667
2012-08,1,Summer,Weekend / holiday,Light rain / snow,92,78,14,1,0.62,0.94
2012-08,1,Summer,Weekend / holiday,Mist / cloudy,115,100,15,1,0.68,0.69
2012-08,1,Summer,Working day,Clear,545,436,109,21,0.6676,0.7633
2012-08,1,Summer,Working day,Mist / cloudy,75,59,16,2,0.62,0.78
2012-08,2,Summer,Weekend / holiday,Clear,243,199,44,3,0.7,0.7433
2012-08,2,Summer,Weekend / holiday,Light rain / snow,128,105,23,2,0.63,0.83
2012-08,2,Summer,Weekend / holiday,Mist / cloudy,314,268,46,3,0.64,0.7733
2012-08,2,Summer,Working day,Clear,266,209,57,20,0.655,0.777
2012-08,2,Summer,Working day,Mist / cloudy,24,21,3,3,0.66,0.8333
2012-08,3,Summer,Weekend / holiday,Clear,187,142,45,5,0.668,0.776
2012-08,3,Summer,Weekend / holiday,Light rain / snow,21,19,2,1,0.62,0.83
2012-08,3,Summer,Weekend / holiday,Mist / cloudy,108,76,32,2,0.63,0.75
2012-08,3,Summer,Working day,Clear,122,108,14,20,0.642,0.7995
2012-08,3,Summer,Working day,Light rain / snow,5,5,0,1,0.72,0.79
2012-08,3,Summer,Working day,Mist / cloudy,12,9,3,2,0.7,0.81
2012-08,4,Summer,Weekend / holiday,Clear,60,45,15,5,0.664,0.756
2012-08,4,Summer,Weekend / holiday,Mist / cloudy,54,42,12,3,0.64,0.7433
2012-08,4,Summer,Working day,Clear,129,113,16,16,0.6338,0.8038
2012-08,4,Summer,Working day,Light rain / snow,7,7,0,1,0.7,0.84
2012-08,4,Summer,Working day,Mist / cloudy,45,39,6,6,0.66,0.8
2012-08,5,Summer,Weekend / holiday,Clear,82,72,10,6,0.6533,0.79
2012-08,5,Summer,Weekend / holiday,Mist / cloudy,25,18,7,2,0.62,0.73
2012-08,5,Summer,Working day,Clear,576,530,46,16,0.6337,0.7956
2012-08,5,Summer,Working day,Light rain / snow,33,29,4,1,0.7,0.84
2012-08,5,Summer,Working day,Mist / cloudy,248,232,16,6,0.6533,0.86
2012-08,6,Summer,Weekend / holiday,Clear,132,102,30,5,0.656,0.798
2012-08,6,Summer,Weekend / holiday,Mist / cloudy,73,58,15,3,0.6267,0.7833
2012-08,6,Summer,Working day,Clear,2196,2114,82,13,0.6231,0.7954
2012-08,6,Summer,Working day,Light rain / snow,108,104,4,2,0.64,0.86
2012-08,6,Summer,Working day,Mist / cloudy,1252,1202,50,8,0.6525,0.8362
2012-08,7,Summer,Weekend / holiday,Clear,334,258,76,6,0.6633,0.785
2012-08,7,Summer,Weekend / holiday,Mist / cloudy,143,117,26,2,0.63,0.735
2012-08,7,Summer,Working day,Clear,4764,4576,188,10,0.65,0.737
2012-08,7,Summer,Working day,Light rain / snow,540,521,19,2,0.68,0.795
2012-08,7,Summer,Working day,Mist / cloudy,4655,4460,195,11,0.6582,0.8073
2012-08,8,Summer,Weekend / holiday,Clear,892,702,190,6,0.69,0.705
2012-08,8,Summer,Weekend / holiday,Mist / cloudy,286,223,63,2,0.65,0.715
2012-08,8,Summer,Working day,Clear,7179,6848,331,10,0.674,0.704
2012-08,8,Summer,Working day,Light rain / snow,119,112,7,1,0.62,0.91
2012-08,8,Summer,Working day,Mist / cloudy,8190,7766,424,12,0.6817,0.7367
2012-08,9,Summer,Weekend / holiday,Clear,1550,1162,388,6,0.7167,0.6583
2012-08,9,Summer,Weekend / holiday,Mist / cloudy,558,412,146,2,0.67,0.715
2012-08,9,Summer,Working day,Clear,3599,3129,470,10,0.706,0.64
2012-08,9,Summer,Working day,Light rain / snow,276,248,28,1,0.7,0.79
2012-08,9,Summer,Working day,Mist / cloudy,4261,3700,561,12,0.7033,0.6883
2012-08,10,Summer,Weekend / holiday,Clear,2360,1635,725,6,0.7467,0.5817
2012-08,10,Summer,Weekend / holiday,Mist / cloudy,867,581,286,2,0.69,0.67
2012-08,10,Summer,Working day,Clear,3380,2434,946,16,0.7288,0.6231
2012-08,10,Summer,Working day,Mist / cloudy,1600,1061,539,7,0.7457,0.5614
2012-08,11,Summer,Weekend / holiday,Clear,2873,1863,1010,6,0.77,0.5467
2012-08,11,Summer,Weekend / holiday,Light rain / snow,272,189,83,1,0.64,0.78
2012-08,11,Summer,Weekend / holiday,Mist / cloudy,457,314,143,1,0.72,0.62
2012-08,11,Summer,Working day,Clear,4325,3024,1301,17,0.7588,0.5118
2012-08,11,Summer,Working day,Light rain / snow,251,178,73,1,0.68,0.79
2012-08,11,Summer,Working day,Mist / cloudy,1232,842,390,5,0.78,0.546
2012-08,12,Summer,Weekend / holiday,Clear,2743,1717,1026,5,0.796,0.448
2012-08,12,Summer,Weekend / holiday,Light rain / snow,1508,954,554,3,0.6933,0.67
2012-08,12,Summer,Working day,Clear,5031,3711,1320,16,0.7863,0.4444
2012-08,12,Summer,Working day,Mist / cloudy,2154,1602,552,7,0.7714,0.5486
2012-08,13,Summer,Weekend / holiday,Clear,2806,1708,1098,5,0.816,0.43
2012-08,13,Summer,Weekend / holiday,Light rain / snow,703,487,216,2,0.65,0.805
2012-08,13,Summer,Weekend / holiday,Mist / cloudy,517,331,186,1,0.72,0.51
2012-08,13,Summer,Working day,Clear,5175,3793,1382,17,0.7953,0.4353
2012-08,13,Summer,Working day,Mist / cloudy,1846,1346,500,6,0.8,0.4983
2012-08,14,Summer,Weekend / holiday,Clear,3090,1918,1172,6,0.79,0.495
2012-08,14,Summer,Weekend / holiday,Light rain / snow,631,440,191,2,0.65,0.69
2012-08,14,Summer,Working day,Clear,5401,3725,1676,19,0.8053,0.4147
2012-08,14,Summer,Working day,Mist / cloudy,1083,748,335,4,0.81,0.485
2012-08,15,Summer,Weekend / holiday,Clear,2674,1574,1100,5,0.82,0.404
2012-08,15,Summer,Weekend / holiday,Light rain / snow,391,259,132,1,0.64,0.89
2012-08,15,Summer,Weekend / holiday,Mist / cloudy,509,341,168,2,0.64,0.69
2012-08,15,Summer,Working day,Clear,6615,4752,1863,21,0.8067,0.4352
2012-08,15,Summer,Working day,Mist / cloudy,628,419,209,2,0.8,0.46
2012-08,16,Summer,Weekend / holiday,Clear,2556,1489,1067,5,0.808,0.416
2012-08,16,Summer,Weekend / holiday,Light rain / snow,173,116,57,1,0.64,0.89
2012-08,16,Summer,Weekend / holiday,Mist / cloudy,790,519,271,2,0.66,0.695
2012-08,16,Summer,Working day,Clear,7811,6199,1612,17,0.8012,0.4288
2012-08,16,Summer,Working day,Light rain / snow,905,702,203,2,0.75,0.605
2012-08,16,Summer,Working day,Mist / cloudy,1936,1494,442,4,0.815,0.425
2012-08,17,Summer,Weekend / holiday,Clear,2247,1443,804,5,0.78,0.484
2012-08,17,Summer,Weekend / holiday,Light rain / snow,512,292,220,1,0.74,0.66
2012-08,17,Summer,Weekend / holiday,Mist / cloudy,746,538,208,2,0.65,0.76
2012-08,17,Summer,Working day,Clear,14088,12276,1812,17,0.7976,0.4276
2012-08,17,Summer,Working day,Light rain / snow,1595,1445,150,2,0.75,0.605
2012-08,17,Summer,Working day,Mist / cloudy,3279,2835,444,4,0.79,0.5525
2012-08,18,Summer,Weekend / holiday,Clear,1535,977,558,3,0.7933,0.3767
2012-08,18,Summer,Weekend / holiday,Light rain / snow,229,154,75,1,0.7,0.74
2012-08,18,Summer,Weekend / holiday,Mist / cloudy,1324,932,392,4,0.66,0.775
2012-08,18,Summer,Working day,Clear,11025,9659,1366,14,0.7757,0.4807
2012-08,18,Summer,Working day,Light rain / snow,1574,1378,196,2,0.71,0.615
2012-08,18,Summer,Working day,Mist / cloudy,5378,4676,702,7,0.7629,0.5714
2012-08,19,Summer,Weekend / holiday,Clear,1535,1044,491,4,0.74,0.5525
2012-08,19,Summer,Weekend / holiday,Mist / cloudy,1262,916,346,4,0.645,0.8225
2012-08,19,Summer,Working day,Clear,9716,8148,1568,16,0.7538,0.5706
2012-08,19,Summer,Working day,Light rain / snow,476,420,56,1,0.62,0.73
2012-08,19,Summer,Working day,Mist / cloudy,2985,2517,468,6,0.7167,0.6567
2012-08,20,Summer,Weekend / holiday,Clear,1357,952,405,5,0.716,0.63
2012-08,20,Summer,Weekend / holiday,Light rain / snow,401,305,96,2,0.64,0.86
2012-08,20,Summer,Weekend / holiday,Mist / cloudy,274,213,61,1,0.64,0.73
2012-08,20,Summer,Working day,Clear,7882,6613,1269,18,0.7256,0.6167
2012-08,20,Summer,Working day,Mist / cloudy,1820,1464,356,5,0.712,0.684
2012-08,21,Summer,Weekend / holiday,Clear,1429,1028,401,6,0.6933,0.6933
2012-08,21,Summer,Weekend / holiday,Light rain / snow,190,154,36,1,0.62,0.78
2012-08,21,Summer,Weekend / holiday,Mist / cloudy,128,102,26,1,0.66,0.89
2012-08,21,Summer,Working day,Clear,5635,4726,909,18,0.7089,0.6472
2012-08,21,Summer,Working day,Mist / cloudy,1492,1203,289,5,0.712,0.656
2012-08,22,Summer,Weekend / holiday,Clear,1164,807,357,6,0.68,0.725
2012-08,22,Summer,Weekend / holiday,Mist / cloudy,224,178,46,2,0.64,0.835
2012-08,22,Summer,Working day,Clear,4188,3440,748,18,0.71,0.6739
2012-08,22,Summer,Working day,Light rain / snow,213,170,43,1,0.66,0.83
2012-08,22,Summer,Working day,Mist / cloudy,869,740,129,4,0.66,0.685
2012-08,23,Summer,Weekend / holiday,Clear,647,480,167,4,0.675,0.6875
2012-08,23,Summer,Weekend / holiday,Light rain / snow,163,121,42,1,0.66,0.78
2012-08,23,Summer,Weekend / holiday,Mist / cloudy,291,221,70,3,0.6533,0.7833
2012-08,23,Summer,Working day,Clear,2901,2386,515,19,0.6968,0.7079
2012-08,23,Summer,Working day,Light rain / snow,121,100,21,1,0.64,0.83
2012-08,23,Summer,Working day,Mist / cloudy,437,365,72,3,0.6467,0.7367
2012-09,0,Fall,Weekend / holiday,Clear,476,392,84,3,0.5533,0.5233
2012-09,0,Fall,Working day,Clear,233,204,29,4,0.525,0.68
2012-09,0,Fall,Working day,Light rain / snow,17,15,2,1,0.6,0.88
2012-09,0,Summer,Weekend / holiday,Clear,848,708,140,5,0.628,0.742
2012-09,0,Summer,Weekend / holiday,Mist / cloudy,327,240,87,3,0.6267,0.8533
2012-09,0,Summer,Working day,Clear,568,448,120,10,0.566,0.691
2012-09,0,Summer,Working day,Light rain / snow,13,11,2,1,0.6,0.94
2012-09,0,Summer,Working day,Mist / cloudy,120,77,43,3,0.6533,0.7867
2012-09,1,Fall,Weekend / holiday,Clear,359,293,66,3,0.5267,0.57
2012-09,1,Fall,Working day,Clear,81,58,23,4,0.52,0.7025
2012-09,1,Fall,Working day,Light rain / snow,13,13,0,1,0.6,0.88
2012-09,1,Summer,Weekend / holiday,Clear,626,519,107,6,0.61,0.76
2012-09,1,Summer,Weekend / holiday,Mist / cloudy,172,144,28,2,0.67,0.89
2012-09,1,Summer,Working day,Clear,272,200,72,11,0.56,0.7409
2012-09,1,Summer,Working day,Light rain / snow,5,5,0,1,0.6,0.94
2012-09,1,Summer,Working day,Mist / cloudy,30,28,2,2,0.62,0.76
2012-09,2,Fall,Weekend / holiday,Clear,187,148,39,2,0.5,0.555
2012-09,2,Fall,Weekend / holiday,Mist / cloudy,92,80,12,1,0.54,0.56
2012-09,2,Fall,Working day,Clear,30,22,8,2,0.51,0.775
2012-09,2,Fall,Working day,Light rain / snow,10,9,1,1,0.6,0.88
2012-09,2,Fall,Working day,Mist / cloudy,25,23,2,2,0.52,0.635
2012-09,2,Summer,Weekend / holiday,Clear,631,506,125,8,0.61,0.8038
2012-09,2,Summer,Working day,Clear,144,107,37,12,0.5717,0.7525
2012-09,2,Summer,Working day,Light rain / snow,4,4,0,1,0.6,0.94
2012-09,2,Summer,Working day,Mist / cloudy,3,3,0,1,0.54,0.64
2012-09,3,Fall,Weekend / holiday,Clear,112,82,30,2,0.47,0.61
2012-09,3,Fall,Weekend / holiday,Mist / cloudy,29,25,4,1,0.52,0.59
2012-09,3,Fall,Working day,Clear,17,15,2,3,0.4933,0.7067
2012-09,3,Fall,Working day,Mist / cloudy,17,13,4,2,0.59,0.735
2012-09,3,Summer,Weekend / holiday,Clear,281,224,57,7,0.6029,0.7786
2012-09,3,Summer,Weekend / holiday,Mist / cloudy,43,40,3,1,0.66,0.89
2012-09,3,Summer,Working day,Clear,99,85,14,11,0.5473,0.7718
2012-09,3,Summer,Working day,Mist / cloudy,21,19,2,3,0.6,0.82
2012-09,4,Fall,Weekend / holiday,Clear,31,23,8,3,0.48,0.6033
2012-09,4,Fall,Working day,Clear,39,33,6,4,0.495,0.7625
2012-09,4,Fall,Working day,Light rain / snow,12,10,2,1,0.56,0.88
2012-09,4,Summer,Weekend / holiday,Clear,96,61,35,6,0.6,0.8
2012-09,4,Summer,Weekend / holiday,Mist / cloudy,17,11,6,2,0.63,0.815
2012-09,4,Summer,Working day,Clear,77,68,9,10,0.532,0.77
2012-09,4,Summer,Working day,Mist / cloudy,33,31,2,4,0.625,0.8375
2012-09,5,Fall,Weekend / holiday,Clear,31,27,4,3,0.4667,0.6467
2012-09,5,Fall,Working day,Clear,224,217,7,5,0.516,0.768
